Node_type,ID,Description,Label,Reference_Count,First_Apperance,Last_Apperance,Confidence,_context
PERSON,PER_ENTWIFE,[N/A],Entwife,23,"Book 3, Chapter 4","Book 3, Chapter 4",0.51,"and sap is in the bough; When light is on the wild-wood stream, and wind is on the brow; When stride is long, and breath is deep, and keen the mountain-air, Come back to me! Come back to me, and say my land is fair!_ ENTWIFE. _When Spring is come"
PERSON,PER_I'LL_LOOK_FOR_THEE,[N/A],I'Ll Look For Thee,33,"Book 3, Chapter 4","Book 5, Chapter 10",0.58,"the sunless day; When wind is in the deadly East, then in the bitter rain I'll look for thee, and call to thee; I'll come to thee again!_ ENTWIFE. _When Winter comes, and singing ends; when darkness falls at last; When broken is the barren bough, and light and labour"
PERSON,PER_BOTH,[N/A],Both,2,"Book 3, Chapter 4","Book 3, Chapter 4",0.59,"to thee again!_ ENTWIFE. _When Winter comes, and singing ends; when darkness falls at last; When broken is the barren bough, and light and labour past; I'll look for thee, and wait for thee, until we meet again: Together we will take the road beneath the bitter rain!_ BOTH. _Together"
LOCATION,LOC_ENTMOOT,[N/A],Entmoot,67,"Book 3, Chapter 4","Book 3, Chapter 9",0.84,"they heard him humming and singing, as he came up the path between the trees. 'Hoo, ho! Good morning, Merry and Pippin!' he boomed, when he saw them. 'You sleep long. I have been many a hundred strides already today. Now we will have a drink, and go to Entmoot.'"
LOCATION,LOC_THE_DINGLE,[N/A],The Dingle,11,"Book 3, Chapter 4","Book 3, Chapter 4",0.59,"the dingle. The murmur of the Ents went on. It seemed a very strange and remote place, outside their world, and far from everything that had ever happened to them. A great longing came over them for the faces and voices of their companions, especially for Frodo and Sam, and"
EVENT,EVT_MOOT,[N/A],Moot,29,"Book 3, Chapter 4","Book 3, Chapter 4",0.69,"is quick work for an Entmoot. You and Merry can stroll about in the dingle, if you like. There is a well of good water, if you need refreshing, away yonder in the north bank. There are still some words to speak before the Moot really begins. I will come"
PERSON,PER_BREGALAD,[N/A],Bregalad,104,"Book 3, Chapter 4","Book 3, Chapter 4",0.88,"facts and events that they have to make up their minds about. Still, it is no use denying, we shall be here a long time yet: a couple of days very likely. So I have brought you a companion. He has an ent-house nearby. Bregalad is his Elvish name. He"
PERSON,PER_QUICKBEAM,[N/A],Quickbeam,106,"Book 3, Chapter 4","Book 6, Chapter 6",0.82,"grey-green. He could bend and sway like a slender tree in the wind. At last he spoke, and his voice though resonant was higher and clearer than Treebeard's. 'Ha, hmm, my friends, let us go for a walk!' he said. 'I am Bregalad, that is Quickbeam in your language. But"
PERSON,PER_O_ROWAN_DEAD,[N/A],O Rowan Dead,12,"Book 3, Chapter 4","Book 3, Chapter 4",0.67,"fair, upon your hair how white the blossom lay! O rowan mine, I saw you shine upon a summer's day, Your rind so bright, your leaves so light, your voice so cool and soft: Upon your head how golden-red the crown you bore aloft! O rowan dead, upon your head"
PERSON,PER_OROFARNÃ,[N/A],Orofarnã,19,"Book 3, Chapter 4","Book 3, Chapter 4",0.72,"trees, and threw the fruit down and did not eat it. Then Orcs came with axes and cut down my trees. I came and called them by their long names, but they did not quiver, they did not hear or answer: they lay dead. O OrofarnÃ«, Lassemista, CarnimÃ­riÃ«! O rowan"
PERSON,PER_LASSEMISTA,[N/A],Lassemista,20,"Book 3, Chapter 4","Book 3, Chapter 4",0.87,"trees, and threw the fruit down and did not eat it. Then Orcs came with axes and cut down my trees. I came and called them by their long names, but they did not quiver, they did not hear or answer: they lay dead. O OrofarnÃ«, Lassemista, CarnimÃ­riÃ«! O rowan"
PERSON,PER_CARNIMÃ,[N/A],Carnimã,18,"Book 3, Chapter 4","Book 3, Chapter 4",0.77,"trees, and threw the fruit down and did not eat it. Then Orcs came with axes and cut down my trees. I came and called them by their long names, but they did not quiver, they did not hear or answer: they lay dead. O OrofarnÃ«, Lassemista, CarnimÃ­riÃ«! O rowan"
LOCATION,LOC_DERNDINGLE,[N/A],Derndingle,10,"Book 3, Chapter 4","Book 3, Chapter 4",0.83,"beams between the cracks and fissures of the clouds. Suddenly they were aware that everything was very quiet; the whole forest stood in listening silence. Of course, the Ent-voices had stopped. What did that mean? Bregalad was standing up erect and tense, looking back northwards towards Derndingle. Then with a"
ORGANIZATION,ORG_THE_COMPANIONS,[N/A],The Companions,4,"Book 3, Chapter 5","Book 3, Chapter 5",0.53,"breath short. I should like to taste a freer air for a while.' The companions climbed up. Aragorn came last, moving slowly: he was scanning the steps and ledges closely. 'I am almost sure that the hobbits have been up here,' he said. 'But there are other marks, very strange"
PERSON,PER_GLÃ³IN,[N/A],Glã³In,17,"Book 3, Chapter 5","Book 3, Chapter 10",0.6,"points. Do I not know it only too well! But, of course, I never blamed you for your welcome of me. How could I do so, who have so often counselled my friends to suspect even their own hands when dealing with the Enemy. Bless you, Gimli, son of GlÃ³in!"
ORGANIZATION,ORG_THE_LOST,[N/A],The Lost,4,"Book 3, Chapter 5","Book 3, Chapter 5",0.62,"was bidden to say this: Where now are the DÃºnedain, Elessar, Elessar? Why do thy kinsfolk wander afar? Near is the hour when the Lost should come forth, And the Grey Company ride from the North. But dark is the path appointed for thee: The Dead watch the road that"
ORGANIZATION,ORG_KING_OF_ROHAN,[N/A],King Of Rohan,36,"Book 3, Chapter 5","Book 6, Chapter 5",0.58,"is my friend Arod beside him! But there is another that strides ahead: a very great horse. I have not seen his like before.' 'Nor will you again,' said Gandalf. 'That is Shadowfax. He is the chief of the _Mearas_, lords of horses, and not even ThÃ©oden, King of Rohan,"
PERSON,PER_FELARÃ³F,[N/A],Felarã³F,9,"Book 3, Chapter 6","Book 3, Chapter 6",0.71,"dead wood burning, Or behold the flowing years from the Sea returning? Thus spoke a forgotten poet long ago in Rohan, recalling how tall and fair was Eorl the Young, who rode down out of the North; and there were wings upon the feet of his steed, FelarÃ³f, father of"
LOCATION,LOC_MOUNDS_OF_MUNDBURG,[N/A],Mounds Of Mundburg,81,"Book 3, Chapter 6","Book 6, Chapter 6",0.81,"mighty, to his golden halls and green pastures in the Northern fields never returning, high lord of the host. Harding and GuthlÃ¡f DÃºnhere and DÃ©orwine, doughty Grimbold, Herefara and Herubrand, Horn and Fastred, fought and fell there in a far country: in the Mounds of Mundburg under mould they lie"
PERSON,PER_MASTER_WORMTONGUE,[N/A],Master Wormtongue,580,"Book 3, Chapter 6","Book 6, Chapter 8",0.87,"he said, what office of less honour would you accept? To carry a sack of meal up into the mountains-if any man would trust you with it?' 'Nay, Ã‰omer, you do not fully understand the mind of Master Wormtongue,' said Gandalf, turning his piercing glance upon him. 'He is bold"
LOCATION,LOC_GREEN_TERRACE,[N/A],Green Terrace,2,"Book 3, Chapter 6","Book 3, Chapter 6",0.53,"green terrace, at the foot of which a bright spring gushed from a stone carved in the likeness of a horse's head; beneath was a wide basin from which the water. spilled and fed the falling stream. Up the green terrace went a stair of stone, high and broad, and"
PERSON,PER_THE_GUIDE,[N/A],The Guide,4,"Book 3, Chapter 6","Book 3, Chapter 6",0.55,"drawn swords laid upon their knees. Their golden hair was braided on their shoulders the sun was blazoned upon their green shields, their long corslets were burnished bright, and when they rose taller they seemed than mortal men. 'There are the doors before you,' said the guide. 'I must return"
PERSON,PER_ANDÃºRIL,[N/A],Andãºril,28,"Book 3, Chapter 6","Book 5, Chapter 9",0.55,"eyes, and he laid the weapons hastily by the wall, as if he feared to handle them. 'No man will touch them I promise you,' he said. Aragorn stood a while hesitating. 'It is not my will,' he said, 'to put aside my sword or to deliver AndÃºril to the"
PERSON,PER_GOODMAN_HÃ¡MA,[N/A],Goodman Hã¡Ma,148,"Book 3, Chapter 6","Book 6, Chapter 6",0.66,"are all friends here. Or should be; for the laughter of Mordor will be our only reward, if we quarrel. My errand is pressing. Here at least is _my_ sword, goodman HÃ¡ma. Keep it well. Glamdring it is called, for the Elves made it long ago. Now let me pass."
PERSON,PER_TELCHAR,[N/A],Telchar,9,"Book 3, Chapter 6","Book 3, Chapter 6",0.9,"his sword upright against the wall. 'Here I set it,' he said; 'but I command you not to touch it, nor to permit any other to lay hand on it. In this elvish heath dwells the Blade that was Broken and has been made again. Telchar first wrought it in"
PERSON,PER_DEATH,[N/A],Death,5,"Book 3, Chapter 6","Book 5, Chapter 6",0.77,"wall. 'Here I set it,' he said; 'but I command you not to touch it, nor to permit any other to lay hand on it. In this elvish heath dwells the Blade that was Broken and has been made again. Telchar first wrought it in the deeps of time. Death"
ORGANIZATION,ORG_GUARDS_OF_THE_CITADEL,[N/A],Guards Of The Citadel,45,"Book 3, Chapter 11","Book 6, Chapter 1",0.55,"beneath a silver crown and many-pointed stars. This was the livery of the heirs of Elendil, and none wore it now in all Gondor, save the Guards of the Citadel before the Court of the Fountain where the White Tree once had grown. Already it seemed that word of their"
PERSON,PER_GANDALF_STORMCROW,[N/A],Gandalf Stormcrow,40,"Book 3, Chapter 6","Book 5, Chapter 1",0.91,"when Ã‰omer brought the tidings that you had gone at last to your long home, I did not mourn. But news from afar is seldom sooth. Here you come again! And with you come evils worse than before, as might be expected. Why should I welcome you, Gandalf Stormcrow? Tell"
PERSON,PER_ILL_NEWS,[N/A],Ill News,13,"Book 3, Chapter 6","Book 3, Chapter 6",0.78,"the East. Such is the hour in which this wanderer chooses to return. Why indeed should we welcome you, Master Stormcrow? _LÃ¡thspell_ I name you, Ill-news; and ill news is an ill guest they say.' He laughed grimly, as he lifted his heavy lids for a moment and gazed on"
LOCATION,LOC_DWIMORDENE,[N/A],Dwimordene,30,"Book 3, Chapter 6","Book 3, Chapter 6",0.77,"and thus they have passed through the shadow of great perils to your hall.' 'Then it is true, as Ã‰omer reported, that you are in league with the Sorceress of the Golden Wood?' said Wormtongue. 'It is not to be wondered at: webs of deceit were ever woven in Dwimordene.'"
PERSON,PER_THE_WOMAN,[N/A],The Woman,20,"Book 3, Chapter 6","Book 5, Chapter 2",0.76,them? They are not for all ears. I bid you come out before your doors and look abroad. Too long have you sat in shadows and trusted to twisted tales and crooked promptings.' Slowly ThÃ©oden left his chair. A faint light grew in the hall again. The woman hastened to
PERSON,PER_GRÃ,[N/A],Grã,12,"Book 3, Chapter 6","Book 6, Chapter 6",0.57,"that you hold him prisoner, by the counsel of GrÃ­ma, of him that all save you name the Wormtongue?' 'It is true,' said ThÃ©oden. 'He had rebelled against my commands, and threatened death to GrÃ­ma in my hall.' 'A man may love you and yet not love Wormtongue or his"
PERSON,PER_EORLINGAS,[N/A],Eorlingas,21,"Book 3, Chapter 6","Book 5, Chapter 3",0.52,"sleep better.' 'Then even the defeat of Rohan will be glorious in song,' said Aragorn. The armed men that stood near clashed their weapons, crying: 'The Lord of the Mark will ride! Forth Eorlingas!' 'But your people must not be both unarmed and shepherdless' said Gandalf. 'Who shall guide them"
PERSON,PER_HERUGRIM,[N/A],Herugrim,3,"Book 3, Chapter 6","Book 3, Chapter 6",0.65,"with gold and set with green gems. 'Here, lord, is Herugrim, your ancient blade,' he said. 'It was found in his chest. Loth was he to render up the keys. Many other things are there which men have missed.' 'You lie,' said Wormtongue. 'And this sword your master himself gave"
PERSON,PER_THE_HOST,[N/A],The Host,19,"Book 3, Chapter 6","Book 6, Chapter 4",0.67,"'And let food for my guests be set on the board beside me. The host rides today. Send the heralds forth! Let them summon all who dwell nigh! Every man and strong lad able to bear arms, all who have horses, let them be ready in the saddle at the"
LOCATION,LOC_OWYN,[N/A],Owyn,47,"Book 3, Chapter 6","Book 6, Chapter 6",0.6,"are other reasons.' He stepped forward, but Gandalf stayed him with his hand. 'Ã‰owyn is safe now,' he said. 'But you, Wormtongue, you have done what you could for your true master. Some reward you have earned at least. Yet Saruman is apt to overlook his bargains. I should advise"
PERSON,PER_THÃ©ODRED,[N/A],Thã©Odred,8,"Book 3, Chapter 6","Book 3, Chapter 6",0.77,"the doors. There the guards awaited him, and heralds stood, and all the lords and chiefs were gathered together that remained in Edoras or dwelt nearby. 'Behold! I go forth, and it seems like to be my last riding,' said ThÃ©oden. 'I have no child. ThÃ©odred my son is slain."
PERSON,PER_SNOWMANE,[N/A],Snowmane,141,"Book 3, Chapter 6","Book 5, Chapter 6",0.66,"the gate they found a great host of men, old and young, all ready in the saddle. More than a thousand were there mustered. Their spears were like a springing wood. Loudly and joyously they shouted as ThÃ©oden came forth. Some held in readiness the king's horse, Snowmane, and others"
LOCATION,LOC_THRIHYRNE_PEAKS,[N/A],Thrihyrne Peaks,24,"Book 3, Chapter 11","Book 3, Chapter 7",0.62,"fast as the swiftest horse could gallop,' answered Gandalf; 'but that is not fast for him. The land is rising a little here, and is more broken than it was beyond the river. But see how the White Mountains are drawing near under the stars! Yonder are the Thrihyrne peaks"
PERSON,PER_ERKENBRAND_OF_WESTFOLD,[N/A],Erkenbrand Of Westfold,123,"Book 3, Chapter 7","Book 3, Chapter 8",0.77,"crossing. Then at night fresh forces came over the river against our camp. All Isengard must be emptied; and Saruman has armed the wild hillmen and herd-folk of Dunland beyond the rivers, and these also he loosed upon us. We were overmastered. The shield-wall was broken. Erkenbrand of Westfold has"
PERSON,PER_CEORL,[N/A],Ceorl,10,"Book 3, Chapter 7","Book 3, Chapter 7",0.66,"are scattered. 'Where is Ã‰omer? Tell him there is no hope ahead. He should return to Edoras before the wolves of Isengard come there.' ThÃ©oden had sat silent, hidden from the man's sight behind his guards; now he urged his horse forward. 'Come, stand before me, Ceorl!' he said. 'I"
